,Airlines,Travel_date,From,To,Departuretime,Arrivaltime,Stops,Price
22,GoFirst,15/04/2022,NewDelhi,Mumbai,15:45,18:00,Nonstop,"3002"
23,IndiGo,15/04/2022,NewDelhi,Mumbai,16:00,18:10,Nonstop,"3002"
24,GoFirst,15/04/2022,NewDelhi,Mumbai,18:20,20:35,Nonstop,"3002"
25,IndiGo,15/04/2022,NewDelhi,Mumbai,18:40,20:45,Nonstop,"3002"
26,GoFirst,15/04/2022,NewDelhi,Mumbai,19:45,22:00,Nonstop,"3002"
27,IndiGo,15/04/2022,NewDelhi,Mumbai,20:00,22:05,Nonstop,"3002"
28,GoFirst,15/04/2022,NewDelhi,Mumbai,20:50,23:20,Nonstop,"3002"
29,IndiGo,15/04/2022,NewDelhi,Mumbai,21:20,23:25,Nonstop,"3002"
30,GoFirst,15/04/2022,NewDelhi,Mumbai,22:45,01:00,Nonstop,"3002"
31,IndiGo,15/04/2022,NewDelhi,Mumbai,23:30,01:35,Nonstop,"3002"
32,Vistara,15/04/2022,NewDelhi,Mumbai,06:00,08:00,Nonstop,"3003"
33,Vistara,15/04/2022,NewDelhi,Mumbai,20:40,22:50,Nonstop,"3003"
34,Vistara,15/04/2022,NewDelhi,Mumbai,21:40,23:50,Nonstop,"3003"
35,Vistara,15/04/2022,NewDelhi,Mumbai,09:30,11:35,Nonstop,"3227"
36,Vistara,15/04/2022,NewDelhi,Mumbai,10:20,12:35,Nonstop,"3227"
37,Vistara,15/04/2022,NewDelhi,Mumbai,11:40,14:00,Nonstop,"3227"
38,Vistara,15/04/2022,NewDelhi,Mumbai,12:50,15:00,Nonstop,"3227"
39,Vistara,15/04/2022,NewDelhi,Mumbai,14:20,16:30,Nonstop,"3227"
40,Vistara,15/04/2022,NewDelhi,Mumbai,15:30,17:40,Nonstop,"3227"
41,Vistara,15/04/2022,NewDelhi,Mumbai,19:50,22:00,Nonstop,"3227"
42,AirAsia,15/04/2022,NewDelhi,Mumbai,22:10,12:25,1stopviaJaipur,"3269"
43,IndiGo,15/04/2022,NewDelhi,Mumbai,05:00,12:35,1stopviaVadodara,"3288"
44,IndiGo,15/04/2022,NewDelhi,Mumbai,17:15,19:25,Nonstop,"3435"
45,IndiGo,15/04/2022,NewDelhi,Mumbai,06:05,16:05,1stopviaJaipur,"3546"
46,IndiGo,15/04/2022,NewDelhi,Mumbai,21:50,07:50,1stopviaJaipur,"3546"
47,Vistara,15/04/2022,NewDelhi,Mumbai,07:30,09:45,Nonstop,"3627"
48,Vistara,15/04/2022,NewDelhi,Mumbai,08:50,11:10,Nonstop,"3627"
49,Vistara,15/04/2022,NewDelhi,Mumbai,16:45,19:05,Nonstop,"3627"
50,Vistara,15/04/2022,NewDelhi,Mumbai,17:45,20:05,Nonstop,"3627"
51,Vistara,15/04/2022,NewDelhi,Mumbai,18:55,21:15,Nonstop,"3627"
52,SpiceJet,15/04/2022,NewDelhi,Mumbai,08:50,11:00,Nonstop,"3632"
53,SpiceJet,15/04/2022,NewDelhi,Mumbai,19:45,22:05,Nonstop,"3632"
54,IndiGo,15/04/2022,NewDelhi,Mumbai,07:20,16:05,1stopviaJaipur,"3662"
55,AirIndia,15/04/2022,NewDelhi,Mumbai,19:00,21:15,Nonstop,"3736"
56,AirIndia,15/04/2022,NewDelhi,Mumbai,06:05,15:50,1stopviaJaipur,"3774"
57,AirAsia,15/04/2022,NewDelhi,Mumbai,04:25,06:35,Nonstop,"3856"
58,AirAsia,15/04/2022,NewDelhi,Mumbai,20:00,22:15,Nonstop,"3856"
59,GoFirst,15/04/2022,NewDelhi,Mumbai,07:30,16:25,1stopviaAhmedabad,"3887"
60,GoFirst,15/04/2022,NewDelhi,Mumbai,07:30,16:25,1stopviaAhmedabad,"3887"
61,GoFirst,15/04/2022,NewDelhi,Mumbai,20:05,02:00,1stopviaAhmedabad,"3887"
62,GoFirst,15/04/2022,NewDelhi,Mumbai,16:45,02:00,1stopviaAhmedabad,"3887"
63,SpiceJet,15/04/2022,NewDelhi,Mumbai,07:20,09:35,Nonstop,"3948"
64,SpiceJet,15/04/2022,NewDelhi,Mumbai,18:45,21:05,Nonstop,"3948"
65,IndiGo,15/04/2022,NewDelhi,Mumbai,18:00,22:30,1stopviaIndore,"4064"
66,IndiGo,15/04/2022,NewDelhi,Mumbai,18:00,22:30,1stopviaIndore,"4064"
67,IndiGo,15/04/2022,NewDelhi,Mumbai,05:30,10:50,1stopviaIndore,"4169"
68,IndiGo,15/04/2022,NewDelhi,Mumbai,10:15,18:05,1stopviaIndore,"4169"
69,IndiGo,15/04/2022,NewDelhi,Mumbai,21:20,06:55,1stopviaIndore,"4169"
70,IndiGo,15/04/2022,NewDelhi,Mumbai,12:45,20:50,1stopviaJaipur,"4385"
71,GoFirst,15/04/2022,NewDelhi,Mumbai,09:00,13:55,1stopviaChandigarh,"4399"
72,GoFirst,15/04/2022,NewDelhi,Mumbai,16:45,21:10,1stopviaAhmedabad,"4535"
73,Vistara,15/04/2022,NewDelhi,Mumbai,17:10,21:35,1stopviaChandigarh,"4673"
74,Vistara,15/04/2022,NewDelhi,Mumbai,13:40,21:35,1stopviaChandigarh,"4673"
75,IndiGo,15/04/2022,NewDelhi,Mumbai,13:50,19:50,1stopviaVadodara,"4774"
76,IndiGo,15/04/2022,NewDelhi,Mumbai,05:30,10:15,1stopviaAhmedabad,"4803"
77,IndiGo,15/04/2022,NewDelhi,Mumbai,00:15,05:45,1stopviaAhmedabad,"4854"
78,IndiGo,15/04/2022,NewDelhi,Mumbai,22:15,05:45,1stopviaAhmedabad,"4854"
79,AirIndia,15/04/2022,NewDelhi,Mumbai,17:15,23:50,1stopviaHyderabad,"5168"
80,GoFirst,15/04/2022,NewDelhi,Mumbai,10:20,15:30,1stopviaVaranasi,"5268"
81,IndiGo,15/04/2022,NewDelhi,Mumbai,17:20,00:15,1stopviaAhmedabad,"5450"
82,GoFirst,15/04/2022,NewDelhi,Mumbai,16:40,21:20,1stopviaLucknow,"5585"
83,AirIndia,15/04/2022,NewDelhi,Mumbai,12:50,19:15,1stopviaRajkot,"5608"
84,AirAsia,15/04/2022,NewDelhi,Mumbai,20:00,02:25,1stopviaGoa,"5830"
85,Vistara,15/04/2022,NewDelhi,Mumbai,17:40,23:00,1stopviaHyderabad,"5948"
86,IndiGo,15/04/2022,NewDelhi,Mumbai,19:35,00:15,1stopviaAhmedabad,"6089"
0,AirIndia,30/04/2022,NewDelhi,Mumbai,07:00,09:05,Nonstop,"2476"
1,AirIndia,30/04/2022,NewDelhi,Mumbai,08:00,10:10,Nonstop,"2476"
2,AirIndia,30/04/2022,NewDelhi,Mumbai,09:00,11:15,Nonstop,"2476"
3,AirIndia,30/04/2022,NewDelhi,Mumbai,10:00,12:05,Nonstop,"2476"
4,AirIndia,30/04/2022,NewDelhi,Mumbai,13:00,15:10,Nonstop,"2476"
5,AirIndia,30/04/2022,NewDelhi,Mumbai,14:30,18:00,1stopviaIndore,"2476"
6,AirIndia,30/04/2022,NewDelhi,Mumbai,17:50,21:35,1stopviaAurangabad,"2476"
7,AirIndia,30/04/2022,NewDelhi,Mumbai,19:00,21:15,Nonstop,"2791"
8,IndiGo,30/04/2022,NewDelhi,Mumbai,01:15,03:20,Nonstop,"3002"
9,GoFirst,30/04/2022,NewDelhi,Mumbai,02:40,04:55,Nonstop,"3002"
10,IndiGo,30/04/2022,NewDelhi,Mumbai,06:30,08:40,Nonstop,"3002"
11,GoFirst,30/04/2022,NewDelhi,Mumbai,06:50,08:55,Nonstop,"3002"
12,IndiGo,30/04/2022,NewDelhi,Mumbai,07:05,09:15,Nonstop,"3002"
13,IndiGo,30/04/2022,NewDelhi,Mumbai,08:00,10:10,Nonstop,"3002"
14,GoFirst,30/04/2022,NewDelhi,Mumbai,08:00,10:10,Nonstop,"3002"
15,IndiGo,30/04/2022,NewDelhi,Mumbai,08:45,10:55,Nonstop,"3002"
16,IndiGo,30/04/2022,NewDelhi,Mumbai,09:30,11:45,Nonstop,"3002"
17,IndiGo,30/04/2022,NewDelhi,Mumbai,10:45,12:55,Nonstop,"3002"
18,GoFirst,30/04/2022,NewDelhi,Mumbai,10:55,13:10,Nonstop,"3002"
19,IndiGo,30/04/2022,NewDelhi,Mumbai,12:00,14:05,Nonstop,"3002"
20,IndiGo,30/04/2022,NewDelhi,Mumbai,14:20,16:25,Nonstop,"3002"
21,GoFirst,30/04/2022,NewDelhi,Mumbai,14:30,16:40,Nonstop,"3002"
22,GoFirst,30/04/2022,NewDelhi,Mumbai,15:45,18:00,Nonstop,"3002"
23,IndiGo,30/04/2022,NewDelhi,Mumbai,16:00,18:10,Nonstop,"3002"
24,IndiGo,30/04/2022,NewDelhi,Mumbai,17:15,19:25,Nonstop,"3002"
25,GoFirst,30/04/2022,NewDelhi,Mumbai,18:20,20:35,Nonstop,"3002"
26,IndiGo,30/04/2022,NewDelhi,Mumbai,18:40,20:45,Nonstop,"3002"
27,GoFirst,30/04/2022,NewDelhi,Mumbai,19:45,22:00,Nonstop,"3002"
28,GoFirst,30/04/2022,NewDelhi,Mumbai,20:50,23:20,Nonstop,"3002"
29,IndiGo,30/04/2022,NewDelhi,Mumbai,21:20,23:25,Nonstop,"3002"
30,GoFirst,30/04/2022,NewDelhi,Mumbai,22:45,01:00,Nonstop,"3002"
31,IndiGo,30/04/2022,NewDelhi,Mumbai,23:30,01:35,Nonstop,"3002"
32,Vistara,30/04/2022,NewDelhi,Mumbai,06:00,08:00,Nonstop,"3003"
33,Vistara,30/04/2022,NewDelhi,Mumbai,20:40,22:50,Nonstop,"3003"
34,Vistara,30/04/2022,NewDelhi,Mumbai,21:40,23:50,Nonstop,"3003"
35,IndiGo,30/04/2022,NewDelhi,Mumbai,20:00,22:05,Nonstop,"3173"
36,AirIndia,30/04/2022,NewDelhi,Mumbai,20:00,22:10,Nonstop,"3211"
37,Vistara,30/04/2022,NewDelhi,Mumbai,09:30,11:35,Nonstop,"3227"
38,Vistara,30/04/2022,NewDelhi,Mumbai,10:20,12:35,Nonstop,"3227"
39,Vistara,30/04/2022,NewDelhi,Mumbai,11:40,14:00,Nonstop,"3227"
40,Vistara,30/04/2022,NewDelhi,Mumbai,12:50,15:00,Nonstop,"3227"
41,Vistara,30/04/2022,NewDelhi,Mumbai,14:20,16:30,Nonstop,"3227"
42,Vistara,30/04/2022,NewDelhi,Mumbai,15:30,17:40,Nonstop,"3227"
43,Vistara,30/04/2022,NewDelhi,Mumbai,19:50,22:00,Nonstop,"3227"
44,AirAsia,30/04/2022,NewDelhi,Mumbai,22:10,12:25,1stopviaJaipur,"3269"
45,AirAsia,30/04/2022,NewDelhi,Mumbai,22:10,12:25,1stopviaJaipur,"3269"
46,IndiGo,30/04/2022,NewDelhi,Mumbai,05:00,12:35,1stopviaVadodara,"3498"
47,IndiGo,30/04/2022,NewDelhi,Mumbai,07:20,16:05,1stopviaJaipur,"3546"
48,IndiGo,30/04/2022,NewDelhi,Mumbai,06:05,16:05,1stopviaJaipur,"3546"
49,IndiGo,30/04/2022,NewDelhi,Mumbai,12:45,20:50,1stopviaJaipur,"3546"
50,Vistara,30/04/2022,NewDelhi,Mumbai,08:50,11:10,Nonstop,"3627"
51,Vistara,30/04/2022,NewDelhi,Mumbai,16:45,19:05,Nonstop,"3627"
52,Vistara,30/04/2022,NewDelhi,Mumbai,17:45,20:05,Nonstop,"3627"
53,Vistara,30/04/2022,NewDelhi,Mumbai,18:55,21:15,Nonstop,"3627"
54,SpiceJet,30/04/2022,NewDelhi,Mumbai,08:50,11:00,Nonstop,"3632"
55,SpiceJet,30/04/2022,NewDelhi,Mumbai,19:45,22:05,Nonstop,"3632"
56,AirIndia,30/04/2022,NewDelhi,Mumbai,06:05,15:50,1stopviaJaipur,"3774"
57,AirIndia,30/04/2022,NewDelhi,Mumbai,09:45,23:50,1stopviaHyderabad,"3831"
58,AirAsia,30/04/2022,NewDelhi,Mumbai,04:25,06:35,Nonstop,"3856"
59,AirAsia,30/04/2022,NewDelhi,Mumbai,20:00,22:15,Nonstop,"3856"
60,GoFirst,30/04/2022,NewDelhi,Mumbai,07:30,16:25,1stopviaAhmedabad,"3887"
61,GoFirst,30/04/2022,NewDelhi,Mumbai,16:45,02:00,1stopviaAhmedabad,"3887"
62,SpiceJet,30/04/2022,NewDelhi,Mumbai,18:45,21:05,Nonstop,"3948"
63,IndiGo,30/04/2022,NewDelhi,Mumbai,18:00,22:30,1stopviaIndore,"3968"
64,IndiGo,30/04/2022,NewDelhi,Mumbai,18:00,22:30,1stopviaIndore,"3968"
65,IndiGo,30/04/2022,NewDelhi,Mumbai,00:15,05:45,1stopviaAhmedabad,"3981"
66,IndiGo,30/04/2022,NewDelhi,Mumbai,05:30,10:50,1stopviaIndore,"4169"
67,IndiGo,30/04/2022,NewDelhi,Mumbai,10:15,18:05,1stopviaIndore,"4169"
68,IndiGo,30/04/2022,NewDelhi,Mumbai,21:20,06:55,1stopviaIndore,"4169"
69,GoFirst,30/04/2022,NewDelhi,Mumbai,20:05,02:00,1stopviaAhmedabad,"4192"
70,AirIndia,30/04/2022,NewDelhi,Mumbai,17:15,23:50,1stopviaHyderabad,"4251"
71,SpiceJet,30/04/2022,NewDelhi,Mumbai,07:20,09:35,Nonstop,"4368"
72,GoFirst,30/04/2022,NewDelhi,Mumbai,16:45,21:10,1stopviaAhmedabad,"4535"
73,GoFirst,30/04/2022,NewDelhi,Mumbai,16:45,21:10,1stopviaAhmedabad,"4535"
74,IndiGo,30/04/2022,NewDelhi,Mumbai,13:50,19:50,1stopviaVadodara,"4774"
75,GoFirst,30/04/2022,NewDelhi,Mumbai,09:00,13:55,1stopviaChandigarh,"4791"
76,IndiGo,30/04/2022,NewDelhi,Mumbai,05:30,10:15,1stopviaAhmedabad,"5042"
77,IndiGo,30/04/2022,NewDelhi,Mumbai,19:35,00:15,1stopviaAhmedabad,"5042"
78,IndiGo,30/04/2022,NewDelhi,Mumbai,17:20,00:15,1stopviaAhmedabad,"5042"
79,AirIndia,30/04/2022,NewDelhi,Mumbai,12:50,19:15,1stopviaRajkot,"5246"
80,Vistara,30/04/2022,NewDelhi,Mumbai,17:10,21:35,1stopviaChandigarh,"5364"
81,Vistara,30/04/2022,NewDelhi,Mumbai,13:40,21:35,1stopviaChandigarh,"5364"
82,GoFirst,30/04/2022,NewDelhi,Mumbai,10:20,15:30,1stopviaVaranasi,"5394"
83,AirAsia,30/04/2022,NewDelhi,Mumbai,20:00,02:25,1stopviaGoa,"5830"
84,Vistara,30/04/2022,NewDelhi,Mumbai,17:40,23:00,1stopviaHyderabad,"5948"
85,AirAsia,30/04/2022,NewDelhi,Mumbai,18:35,00:35,1stopviaBengaluru,"6277"
86,AirAsia,30/04/2022,NewDelhi,Mumbai,18:35,00:35,1stopviaBengaluru,"6277"
0,AirIndia,15/05/2022,NewDelhi,Mumbai,07:00,09:05,Nonstop,"2476"
1,AirIndia,15/05/2022,NewDelhi,Mumbai,09:00,11:15,Nonstop,"2476"
2,AirIndia,15/05/2022,NewDelhi,Mumbai,17:50,21:35,1stopviaAurangabad,"2476"
3,AirIndia,15/05/2022,NewDelhi,Mumbai,08:00,10:10,Nonstop,"2791"
4,AirIndia,15/05/2022,NewDelhi,Mumbai,13:00,15:10,Nonstop,"2791"
5,IndiGo,15/05/2022,NewDelhi,Mumbai,01:15,03:20,Nonstop,"3002"
6,GoFirst,15/05/2022,NewDelhi,Mumbai,02:40,04:55,Nonstop,"3002"
7,IndiGo,15/05/2022,NewDelhi,Mumbai,06:30,08:40,Nonstop,"3002"
8,GoFirst,15/05/2022,NewDelhi,Mumbai,06:50,08:55,Nonstop,"3002"
9,IndiGo,15/05/2022,NewDelhi,Mumbai,07:05,09:15,Nonstop,"3002"
10,GoFirst,15/05/2022,NewDelhi,Mumbai,08:00,10:10,Nonstop,"3002"
11,IndiGo,15/05/2022,NewDelhi,Mumbai,08:00,10:10,Nonstop,"3002"
12,IndiGo,15/05/2022,NewDelhi,Mumbai,08:45,10:55,Nonstop,"3002"
13,IndiGo,15/05/2022,NewDelhi,Mumbai,09:30,11:45,Nonstop,"3002"
14,IndiGo,15/05/2022,NewDelhi,Mumbai,10:45,12:55,Nonstop,"3002"
15,GoFirst,15/05/2022,NewDelhi,Mumbai,10:55,13:10,Nonstop,"3002"
16,IndiGo,15/05/2022,NewDelhi,Mumbai,12:00,14:05,Nonstop,"3002"
17,IndiGo,15/05/2022,NewDelhi,Mumbai,14:20,16:25,Nonstop,"3002"
18,GoFirst,15/05/2022,NewDelhi,Mumbai,14:30,16:40,Nonstop,"3002"
19,IndiGo,15/05/2022,NewDelhi,Mumbai,16:00,18:10,Nonstop,"3002"
20,GoFirst,15/05/2022,NewDelhi,Mumbai,18:20,20:35,Nonstop,"3002"
21,IndiGo,15/05/2022,NewDelhi,Mumbai,18:40,20:45,Nonstop,"3002"
22,GoFirst,15/05/2022,NewDelhi,Mumbai,19:45,22:00,Nonstop,"3002"
23,IndiGo,15/05/2022,NewDelhi,Mumbai,20:00,22:05,Nonstop,"3002"
24,GoFirst,15/05/2022,NewDelhi,Mumbai,20:50,23:20,Nonstop,"3002"
25,IndiGo,15/05/2022,NewDelhi,Mumbai,21:20,23:25,Nonstop,"3002"
26,GoFirst,15/05/2022,NewDelhi,Mumbai,22:45,01:00,Nonstop,"3002"
27,IndiGo,15/05/2022,NewDelhi,Mumbai,23:30,01:35,Nonstop,"3002"
28,Vistara,15/05/2022,NewDelhi,Mumbai,21:40,23:50,Nonstop,"3003"
29,IndiGo,15/05/2022,NewDelhi,Mumbai,17:15,19:25,Nonstop,"3173"
30,AirIndia,15/05/2022,NewDelhi,Mumbai,10:00,12:05,Nonstop,"3211"
31,AirIndia,15/05/2022,NewDelhi,Mumbai,14:30,18:00,1stopviaIndore,"3211"
32,Vistara,15/05/2022,NewDelhi,Mumbai,11:40,14:00,Nonstop,"3227"
33,Vistara,15/05/2022,NewDelhi,Mumbai,12:50,15:00,Nonstop,"3227"
34,Vistara,15/05/2022,NewDelhi,Mumbai,14:20,16:30,Nonstop,"3227"
35,AirAsia,15/05/2022,NewDelhi,Mumbai,22:10,12:25,1stopviaJaipur,"3269"
36,IndiGo,15/05/2022,NewDelhi,Mumbai,05:00,12:35,1stopviaVadodara,"3288"
37,Vistara,15/05/2022,NewDelhi,Mumbai,20:40,22:50,Nonstop,"3528"
38,SpiceJet,15/05/2022,NewDelhi,Mumbai,08:50,11:00,Nonstop,"3632"
39,SpiceJet,15/05/2022,NewDelhi,Mumbai,19:45,22:05,Nonstop,"3632"
40,AirIndia,15/05/2022,NewDelhi,Mumbai,20:00,22:10,Nonstop,"3736"
41,Vistara,15/05/2022,NewDelhi,Mumbai,09:30,11:35,Nonstop,"3752"
42,Vistara,15/05/2022,NewDelhi,Mumbai,10:20,12:35,Nonstop,"3752"
43,Vistara,15/05/2022,NewDelhi,Mumbai,15:30,17:40,Nonstop,"3752"
44,Vistara,15/05/2022,NewDelhi,Mumbai,19:50,22:00,Nonstop,"3752"
45,AirAsia,15/05/2022,NewDelhi,Mumbai,04:25,06:35,Nonstop,"3856"
46,AirAsia,15/05/2022,NewDelhi,Mumbai,20:00,22:15,Nonstop,"3856"
47,SpiceJet,15/05/2022,NewDelhi,Mumbai,18:45,21:05,Nonstop,"3948"
48,AirIndia,15/05/2022,NewDelhi,Mumbai,13:20,17:55,1stopviaUdaipur,"4107"
49,Vistara,15/05/2022,NewDelhi,Mumbai,08:50,11:10,Nonstop,"4152"
50,Vistara,15/05/2022,NewDelhi,Mumbai,16:45,19:05,Nonstop,"4152"
51,Vistara,15/05/2022,NewDelhi,Mumbai,17:45,20:05,Nonstop,"4152"
52,Vistara,15/05/2022,NewDelhi,Mumbai,18:55,21:15,Nonstop,"4152"
53,AirIndia,15/05/2022,NewDelhi,Mumbai,09:45,23:50,1stopviaHyderabad,"4251"
54,AirIndia,15/05/2022,NewDelhi,Mumbai,09:45,23:50,1stopviaHyderabad,"4251"
55,IndiGo,15/05/2022,NewDelhi,Mumbai,05:30,10:50,1stopviaIndore,"4326"
56,IndiGo,15/05/2022,NewDelhi,Mumbai,10:15,18:05,1stopviaIndore,"4326"
57,IndiGo,15/05/2022,NewDelhi,Mumbai,21:20,06:55,1stopviaIndore,"4326"
58,SpiceJet,15/05/2022,NewDelhi,Mumbai,07:20,09:35,Nonstop,"4368"
59,Vistara,15/05/2022,NewDelhi,Mumbai,17:10,21:35,1stopviaChandigarh,"4381"
60,Vistara,15/05/2022,NewDelhi,Mumbai,17:10,21:35,1stopviaChandigarh,"4381"
61,Vistara,15/05/2022,NewDelhi,Mumbai,13:40,21:35,1stopviaChandigarh,"4381"
62,IndiGo,15/05/2022,NewDelhi,Mumbai,18:00,22:30,1stopviaIndore,"4484"
63,AirIndia,15/05/2022,NewDelhi,Mumbai,06:05,15:50,1stopviaJaipur,"4506"
64,AirIndia,15/05/2022,NewDelhi,Mumbai,19:00,21:15,Nonstop,"4576"
65,GoFirst,15/05/2022,NewDelhi,Mumbai,15:45,18:00,Nonstop,"4672"
66,IndiGo,15/05/2022,NewDelhi,Mumbai,07:20,16:05,1stopviaJaipur,"4728"
67,IndiGo,15/05/2022,NewDelhi,Mumbai,07:20,16:05,1stopviaJaipur,"4728"
68,IndiGo,15/05/2022,NewDelhi,Mumbai,06:05,16:05,1stopviaJaipur,"4728"
69,IndiGo,15/05/2022,NewDelhi,Mumbai,21:50,07:50,1stopviaJaipur,"4728"
70,AirIndia,15/05/2022,NewDelhi,Mumbai,17:15,23:50,1stopviaHyderabad,"4748"
71,GoFirst,15/05/2022,NewDelhi,Mumbai,16:45,02:00,1stopviaAhmedabad,"4770"
72,IndiGo,15/05/2022,NewDelhi,Mumbai,12:45,20:50,1stopviaJaipur,"4977"
73,IndiGo,15/05/2022,NewDelhi,Mumbai,13:50,19:50,1stopviaVadodara,"5026"
74,IndiGo,15/05/2022,NewDelhi,Mumbai,17:20,00:15,1stopviaAhmedabad,"5443"
75,GoFirst,15/05/2022,NewDelhi,Mumbai,20:05,02:00,1stopviaAhmedabad,"5552"
76,IndiGo,15/05/2022,NewDelhi,Mumbai,05:30,10:15,1stopviaAhmedabad,"5565"
77,GoFirst,15/05/2022,NewDelhi,Mumbai,16:45,21:10,1stopviaAhmedabad,"5608"
78,AirIndia,15/05/2022,NewDelhi,Mumbai,12:50,19:15,1stopviaRajkot,"6019"
79,AirAsia,15/05/2022,NewDelhi,Mumbai,20:00,02:25,1stopviaGoa,"6275"
80,IndiGo,15/05/2022,NewDelhi,Mumbai,00:15,05:45,1stopviaAhmedabad,"6404"
81,AirAsia,15/05/2022,NewDelhi,Mumbai,18:35,00:35,1stopviaBengaluru,"6525"
82,AirAsia,15/05/2022,NewDelhi,Mumbai,18:35,00:35,1stopviaBengaluru,"6525"
83,GoFirst,15/05/2022,NewDelhi,Mumbai,16:40,21:20,1stopviaLucknow,"6585"
84,AirIndia,15/05/2022,NewDelhi,Mumbai,10:15,15:40,1stopviaVaranasi,"6680"
85,Vistara,15/05/2022,NewDelhi,Mumbai,17:40,23:00,1stopviaHyderabad,"6683"
0,AirIndia,31/05/2022,NewDelhi,Mumbai,08:00,10:10,Nonstop,"2476"
1,AirIndia,31/05/2022,NewDelhi,Mumbai,14:30,18:00,1stopviaIndore,"2476"
2,AirIndia,31/05/2022,NewDelhi,Mumbai,07:00,09:05,Nonstop,"2791"
3,AirIndia,31/05/2022,NewDelhi,Mumbai,09:00,11:15,Nonstop,"2791"
4,AirIndia,31/05/2022,NewDelhi,Mumbai,13:00,15:10,Nonstop,"2791"
5,AirIndia,31/05/2022,NewDelhi,Mumbai,19:00,21:15,Nonstop,"2791"
6,AirIndia,31/05/2022,NewDelhi,Mumbai,17:50,21:35,1stopviaAurangabad,"2791"
7,IndiGo,31/05/2022,NewDelhi,Mumbai,01:15,03:20,Nonstop,"3002"
8,GoFirst,31/05/2022,NewDelhi,Mumbai,02:40,04:55,Nonstop,"3002"
9,IndiGo,31/05/2022,NewDelhi,Mumbai,06:30,08:40,Nonstop,"3002"
10,GoFirst,31/05/2022,NewDelhi,Mumbai,06:50,08:55,Nonstop,"3002"
11,IndiGo,31/05/2022,NewDelhi,Mumbai,07:05,09:15,Nonstop,"3002"
12,IndiGo,31/05/2022,NewDelhi,Mumbai,08:00,10:10,Nonstop,"3002"
13,GoFirst,31/05/2022,NewDelhi,Mumbai,08:00,10:10,Nonstop,"3002"
14,IndiGo,31/05/2022,NewDelhi,Mumbai,08:45,10:55,Nonstop,"3002"
15,IndiGo,31/05/2022,NewDelhi,Mumbai,09:30,11:45,Nonstop,"3002"
16,IndiGo,31/05/2022,NewDelhi,Mumbai,10:45,12:55,Nonstop,"3002"
17,GoFirst,31/05/2022,NewDelhi,Mumbai,10:55,13:10,Nonstop,"3002"
18,IndiGo,31/05/2022,NewDelhi,Mumbai,12:00,14:05,Nonstop,"3002"
19,IndiGo,31/05/2022,NewDelhi,Mumbai,14:20,16:25,Nonstop,"3002"
20,GoFirst,31/05/2022,NewDelhi,Mumbai,14:30,16:40,Nonstop,"3002"
21,GoFirst,31/05/2022,NewDelhi,Mumbai,15:45,18:00,Nonstop,"3002"
22,IndiGo,31/05/2022,NewDelhi,Mumbai,16:00,18:10,Nonstop,"3002"
23,IndiGo,31/05/2022,NewDelhi,Mumbai,17:15,19:25,Nonstop,"3002"
24,GoFirst,31/05/2022,NewDelhi,Mumbai,18:20,20:35,Nonstop,"3002"
25,IndiGo,31/05/2022,NewDelhi,Mumbai,18:40,20:45,Nonstop,"3002"
26,GoFirst,31/05/2022,NewDelhi,Mumbai,19:45,22:00,Nonstop,"3002"
27,IndiGo,31/05/2022,NewDelhi,Mumbai,20:00,22:05,Nonstop,"3002"
28,GoFirst,31/05/2022,NewDelhi,Mumbai,20:50,23:20,Nonstop,"3002"
29,IndiGo,31/05/2022,NewDelhi,Mumbai,21:20,23:25,Nonstop,"3002"
30,GoFirst,31/05/2022,NewDelhi,Mumbai,22:45,01:00,Nonstop,"3002"
31,IndiGo,31/05/2022,NewDelhi,Mumbai,23:30,01:35,Nonstop,"3002"
32,Vistara,31/05/2022,NewDelhi,Mumbai,21:40,23:50,Nonstop,"3003"
33,AirIndia,31/05/2022,NewDelhi,Mumbai,10:00,12:05,Nonstop,"3211"
34,Vistara,31/05/2022,NewDelhi,Mumbai,11:40,14:00,Nonstop,"3227"
35,Vistara,31/05/2022,NewDelhi,Mumbai,14:20,16:30,Nonstop,"3227"
36,AirAsia,31/05/2022,NewDelhi,Mumbai,22:10,12:25,1stopviaJaipur,"3269"
37,IndiGo,31/05/2022,NewDelhi,Mumbai,05:00,12:35,1stopviaVadodara,"3494"
38,Vistara,31/05/2022,NewDelhi,Mumbai,06:00,08:00,Nonstop,"3528"
39,Vistara,31/05/2022,NewDelhi,Mumbai,20:40,22:50,Nonstop,"3528"
40,Vistara,31/05/2022,NewDelhi,Mumbai,07:30,09:45,Nonstop,"3627"
41,Vistara,31/05/2022,NewDelhi,Mumbai,17:45,20:05,Nonstop,"3627"
42,SpiceJet,31/05/2022,NewDelhi,Mumbai,08:50,11:00,Nonstop,"3632"
43,SpiceJet,31/05/2022,NewDelhi,Mumbai,19:45,22:05,Nonstop,"3632"
44,AirIndia,31/05/2022,NewDelhi,Mumbai,20:00,22:10,Nonstop,"3736"
45,Vistara,31/05/2022,NewDelhi,Mumbai,09:30,11:35,Nonstop,"3752"
46,Vistara,31/05/2022,NewDelhi,Mumbai,10:20,12:35,Nonstop,"3752"
47,Vistara,31/05/2022,NewDelhi,Mumbai,12:50,15:00,Nonstop,"3752"
48,Vistara,31/05/2022,NewDelhi,Mumbai,15:30,17:40,Nonstop,"3752"
